time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.eth_p,.rem_p,.eth_f,.rem_f,.eth_k,.rem_k,.estim_eth_k,.estim_rem_k
2023/09/22/18:55:55.803355,134,0,0,,0.4075854126133941,0.4502379988283699,-1.1706880424338622,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:55.804621,113169,0,0,,0.40758559893803314,0.4502388212086701,-1.1747607366478856,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:55.813351,135,0,0,,0.40758278954067195,0.45023883839128015,-1.1649416146750924,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:55.814118,113170,0,0,,0.40758248730248847,0.4502392035495008,-1.1487018595607228,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:55.823010,136,0,0,,0.40758366370817484,0.4502394417766854,-1.1484650373285263,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:55.823954,113171,0,0,,0.40758366370817484,0.4502394417766854,-1.1484650373285263,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:55.833822,137,0,0,,0.4075846948043401,0.4502400029838482,-1.140721116848879,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:55.833839,113172,0,0,,0.4075846948043401,0.45023911279033046,-1.140721116848879,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:55.843208,138,0,0,,0.407586012481736,0.45024041586007285,-1.1351319240935984,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:55.844132,113173,0,0,,0.4075849528049311,0.45023859667080895,-1.1391374068608542,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:55.853261,139,0,0,,0.40758480655495466,0.4502397714884419,-1.1347771676585157,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:55.853489,113174,0,0,,0.40758488837122364,0.4502397714884419,-1.1341161529264652,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:55.863502,140,0,0,,0.4075852528580298,0.45023975180906295,-1.15280420072421,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:55.864128,113175,0,0,,0.40758640990278727,0.45023959741707875,-1.1551396494710617,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:55.873426,141,0,0,,0.407584643753657,0.4502393096321715,-1.1619709466685901,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:55.873960,113176,0,0,,0.40758718135781036,0.45023938913145156,-1.1611366268768912,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:55.883450,142,0,0,,0.4075864721134126,0.4502384006227306,-1.1209862386731249,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:55.884705,113177,0,0,,0.40758659025829247,0.4502385996698606,-1.1213081155798759,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:55.893522,143,0,0,,0.4075873834928729,0.45023887829179987,-1.167173241570546,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:55.893545,113178,0,0,,0.4075873834928729,0.45023887829179987,-1.167173241570546,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:55.903099,144,0,0,,0.40758379239918013,0.4502386076306145,-1.1354281975818799,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:55.904286,113179,0,0,,0.40758354138506664,0.4502380973753951,-1.1345343558714405,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:55.913839,113180,0,0,,0.40758338558355406,0.45023860784899317,-1.1438796216433569,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:55.916424,145,0,0,,0.40758338558355406,0.45023860784899317,-1.1438796216433569,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:55.923054,146,0,0,,0.40758290403958686,0.45023874926043406,-1.1406168351471064,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:55.923792,113181,0,0,,0.40758290403958686,0.4502392435998916,-1.1406168351471064,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:55.933262,147,0,0,,0.4075866643618456,0.45023990793918595,-1.1453968423262686,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:55.934693,113182,0,0,,0.4075866643618456,0.45023990793918595,-1.1453968423262686,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:55.943103,148,0,0,,0.40758645710868224,0.4502389260126911,-1.140903662568972,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:55.943857,113183,0,0,,0.40758448757026644,0.4502408420380919,-1.1452745083613716,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:55.952863,149,0,0,,0.40758235943419074,0.45024065622549625,-1.1371181170877587,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:55.954048,113184,0,0,,0.4075825365551385,0.45024065622549625,-1.1356264478582385,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:55.963415,150,0,0,,0.407584333622242,0.4502395949796384,-1.1505424378950664,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:55.963855,113185,0,0,,0.407584333622242,0.45023824222909115,-1.1505424378950664,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:55.973291,151,0,0,,0.4075831343558185,0.450239797991495,-1.145843921062669,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:55.975708,113186,0,0,,0.4075831343558185,0.4502380479481562,-1.145843921062669,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:55.983545,152,0,0,,0.4075840843748012,0.45023844188380324,-1.1605159964434835,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:55.984146,113187,0,0,,0.4075840843748012,0.45023844188380324,-1.1605159964434835,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:55.993997,153,0,0,,0.407583566580823,0.450238722790494,-1.1555966275863416,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:55.994844,113188,0,0,,0.40758138705673996,0.450238722790494,-1.1505899527890133,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.003316,154,0,0,,0.40758329754416106,0.45023904511874946,-1.1737387859986195,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.004368,113189,0,0,,0.40758329754416106,0.45023864849733836,-1.1737387859986195,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.013474,155,0,0,,0.4075854606957722,0.4502393288212251,-1.174139769603452,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.013489,113190,0,0,,0.4075818225628324,0.4502393288212251,-1.1791452487524088,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.023734,156,0,0,,0.4075842061176058,0.45024003098147636,-1.1502057742141845,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.024167,113191,0,0,,0.40758678780754354,0.45023925510113083,-1.1519062699845073,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.033299,157,0,0,,0.40758412565514845,0.4502391259130839,-1.1288155401628903,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.033765,113192,0,0,,0.4075841592031548,0.45023903451552544,-1.1330064094985277,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.043056,158,0,0,,0.40758099536698755,0.4502390215597844,-1.139015352872754,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.043939,113193,0,0,,0.4075848224482187,0.45023817333387794,-1.1364906634758936,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.052920,159,0,0,,0.4075833648952075,0.4502391255480803,-1.1545022820709625,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.054399,113194,0,0,,0.4075833648952075,0.450239444237149,-1.1545022820709625,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.063242,160,0,0,,0.40758289751737575,0.4502386780120501,-1.1478947768272891,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.064301,113195,0,0,,0.4075842655571995,0.4502386780120501,-1.1401826504494483,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.073705,161,0,0,,0.40758364188919677,0.45023956928929065,-1.1517563208386197,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.073899,113196,0,0,,0.4075846932035416,0.45023898573254184,-1.14665071869726,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.083324,162,0,0,,0.4075836095109109,0.45023892532406073,-1.146641959413201,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.084289,113197,0,0,,0.4075829900673317,0.45023975278126427,-1.1370647348736942,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.092965,163,0,0,,0.40758629771368104,0.4502384881685799,-1.1485072476620657,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.093512,113198,0,0,,0.40758629771368104,0.4502384881685799,-1.1485072476620657,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.103134,164,0,0,,0.4075852699890419,0.45023944238604174,-1.1303640502458743,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.103551,113199,0,0,,0.40758453984460696,0.45023894855140745,-1.134136352085504,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.113636,165,0,0,,0.40758486338233846,0.4502398793347656,-1.155575732767188,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.114208,113200,0,0,,0.4075855753634883,0.4502398793347656,-1.1570179265283849,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.123713,166,0,0,,0.4075861024863472,0.45023980900920774,-1.170818657147056,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.124530,113201,0,0,,0.4075854106970873,0.45024016147882195,-1.1739896328368697,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.132954,167,0,0,,0.4075864482097287,0.45024007481910994,-1.162223232307221,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.134084,113202,0,0,,0.4075825221139737,0.45023827910864755,-1.168195794420451,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.143527,113203,0,0,,0.40758560139644484,0.4502380245640535,-1.1910978438865134,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.143969,168,0,0,,0.40758560139644484,0.4502380245640535,-1.1910978438865134,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.153523,169,0,0,,0.4075815878935394,0.4502386928793187,-1.1836527514229525,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.154500,113204,0,0,,0.4075835501816748,0.4502386928793187,-1.1757129554726697,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.163228,170,0,0,,0.4075851218663441,0.4502388429981079,-1.174290634839451,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.163858,113205,0,0,,0.4075866075367828,0.4502388429981079,-1.1771466633982595,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.173270,171,0,0,,0.4075837778347402,0.45023892392008497,-1.1723410325513663,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.173517,113206,0,0,,0.407582635261202,0.4502391125642431,-1.1613489248380968,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.183654,172,0,0,,0.40758578490473596,0.45023884458703184,-1.1660506219841267,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.184462,113207,0,0,,0.40758578490473596,0.45023884458703184,-1.1660506219841267,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.193315,173,0,0,,0.4075836236346393,0.4502395724813015,-1.1829716313453078,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.193934,113208,0,0,,0.40758420406071316,0.4502393423707797,-1.1789208466601657,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.203879,113209,0,0,,0.4075826600831395,0.45023934625995676,-1.1812568947339206,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.203894,174,0,0,,0.4075863592311569,0.45023934625995676,-1.179574281451339,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.213232,175,0,0,,0.40758448692097515,0.4502387305136408,-1.1826239003910441,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.213872,113210,0,0,,0.4075836743390245,0.4502382482109715,-1.178071092128083,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.223165,176,0,0,,0.40758219397464435,0.45023953018882124,-1.1379110293779071,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.224746,113211,0,0,,0.4075846799451819,0.45023953018882124,-1.1363486823612001,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.233055,177,0,0,,0.407584130761251,0.4502388771158679,-1.1773174434652554,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.233902,113212,0,0,,0.4075840813418393,0.4502388771158679,-1.1727264708854306,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.243015,178,0,0,,0.4075865027235279,0.45023972661882916,-1.174212422040357,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.244073,113213,0,0,,0.40758473771824544,0.4502385060186793,-1.1722962960811558,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.253171,179,0,0,,0.4075850716994355,0.4502387958065655,-1.1645852741430953,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.255872,113214,0,0,,0.40758421189661004,0.4502398658518795,-1.1643237351715754,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.263124,180,0,0,,0.40758603156871964,0.4502385562703015,-1.1461919129037568,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.264112,113215,0,0,,0.4075824365210741,0.4502385990971911,-1.1489117366258461,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.273437,181,0,0,,0.4075860272274022,0.4502396151706035,-1.145973894600302,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.275284,113216,0,0,,0.4075844253131835,0.4502391450298878,-1.144953517573798,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.283390,182,0,0,,0.40758267307152274,0.45023873945565757,-1.1301729204473725,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.287671,113217,0,0,,0.40758553729389213,0.45023873945565757,-1.1296300587000683,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.293819,183,0,0,,0.40758463880679074,0.45024043346042364,-1.1574287669093746,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.295273,113218,0,0,,0.4075837954528503,0.4502388820152659,-1.1596442191245102,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.302901,184,0,0,,0.40758513851405476,0.4502382053233593,-1.1209473802310022,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.303656,113219,0,0,,0.40758513851405476,0.45023843915974593,-1.1209473802310022,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.312981,185,0,0,,0.4075883848953782,0.45023977706045776,-1.1335168150036676,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.313896,113220,0,0,,0.40758468924903435,0.4502390600510009,-1.1428342802861202,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.323347,186,0,0,,0.4075836255330771,0.4502395879985797,-1.1069613495841792,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.324072,113221,0,0,,0.40758528696757906,0.4502402268753247,-1.1077185008102048,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.333165,187,0,0,,0.4075810976911536,0.4502396750968418,-1.1366420103585397,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.333802,113222,0,0,,0.4075837492181436,0.45023876144331815,-1.1306091412896861,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.343127,188,0,0,,0.4075842050389298,0.45024024933115486,-1.1311433698272704,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.343757,113223,0,0,,0.4075842050389298,0.4502383863756087,-1.1311433698272704,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.352844,189,0,0,,0.40758501119721013,0.45023874266215036,-1.1304176619105646,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.354020,113224,0,0,,0.4075859203471339,0.4502379366938806,-1.1273495501795139,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.363082,190,0,0,,0.40758339118080084,0.45023826411139445,-1.1236610817023798,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.364191,113225,0,0,,0.4075846181215128,0.4502387977297061,-1.1238032469014074,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.374026,191,0,0,,0.40758346701594544,0.45023868303514636,-1.1382140554999558,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.374040,113226,0,0,,0.40758566612221725,0.45023954614925565,-1.1377197883051422,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.383563,192,0,0,,0.40758621913169646,0.45023939145274783,-1.1260545549797534,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.384566,113227,0,0,,0.40758621913169646,0.4502390780828337,-1.1260545549797534,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.393821,193,0,0,,0.4075848978618836,0.4502400277202207,-1.126140668257632,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.394281,113228,0,0,,0.40758523326654805,0.4502400277202207,-1.1244617480400976,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.403165,194,0,0,,0.4075833523760866,0.45023921214970186,-1.1151161987062785,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.403874,113229,0,0,,0.40758508555956385,0.45023972057309347,-1.1104193670329323,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.413225,195,0,0,,0.40758412818689066,0.45023973564190245,-1.118888044393258,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.414113,113230,0,0,,0.4075865768520431,0.45024021090020505,-1.1170028634050664,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.423854,196,0,0,,0.40758461750820785,0.45023933794292,-1.129187746137867,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.424403,113231,0,0,,0.4075836420212504,0.45023933794292,-1.1315815384195627,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.433246,197,0,0,,0.4075852792988749,0.4502389046193316,-1.129084043475907,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.433739,113232,0,0,,0.4075826744270843,0.4502389580980405,-1.1284920700588545,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:55:56.443299,198,0,0,,0.40758355734823354,0.4502382562356162,-1.1349877081439141,0.0,800.0,800.0,0.0,0.0
