time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.eth_p,.rem_p,.eth_f,.rem_f,.eth_k,.rem_k,.estim_eth_k,.estim_rem_k
2023/09/22/17:59:41.218824,72,0,0,,0.2977241970307626,0.39024234785224127,0.2772178145719947,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.228957,73,0,0,,0.2977243216181894,0.39024313551838413,0.273561635372734,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.238553,74,0,0,,0.2977237537695325,0.39024155052216025,0.28941386015991866,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.248343,75,0,0,,0.2977245895746785,0.39024272591088005,0.2925461709533519,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.258340,76,0,0,,0.29772299272654645,0.3902416004996192,0.28036453532449157,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.268825,77,0,0,,0.29772274732479864,0.39024268830212155,0.27547175008153435,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.278534,78,0,0,,0.29772252781634123,0.3902434155234735,0.2805679424232914,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.288485,79,0,0,,0.2977233142771063,0.39024271763985247,0.26404285124218946,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.298482,80,0,0,,0.29772258380046807,0.39024254135717595,0.2758627211930816,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.308647,81,0,0,,0.29772482011080237,0.3902436295472456,0.2666061689555173,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.318481,82,0,0,,0.2977256602392776,0.3902425364732589,0.27704288290360657,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.328305,83,0,0,,0.29772400802565613,0.39024175293090957,0.29894832943234645,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.338306,84,0,0,,0.29772278140889274,0.3902424832343307,0.28151421691493383,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.348300,85,0,0,,0.29772461831121455,0.3902419085974727,0.28125328367597624,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.358636,86,0,0,,0.29772307735883863,0.3902435035108746,0.2781879023018755,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.368899,87,0,0,,0.29772453542855715,0.3902424525737637,0.2770433353804287,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.379312,88,0,0,,0.2977239862589449,0.39024225331449053,0.2790152207696865,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.388521,89,0,0,,0.2977245609815115,0.3902433288069756,0.26600566977540974,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.398266,90,0,0,,0.2977236926778778,0.39024205357311176,0.2897048638290294,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.408515,91,0,0,,0.2977234358219918,0.3902431879432301,0.27125048534754403,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.418532,92,0,0,,0.2977227506093308,0.39024245968242277,0.3033630644233939,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.428240,93,0,0,,0.29772257275632696,0.39024246419188374,0.29447750567963615,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.438302,94,0,0,,0.29772399044991005,0.39024159110338497,0.28647548686066654,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.448874,95,0,0,,0.2977228391190958,0.39024215350192965,0.29808833238658844,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.458780,96,0,0,,0.29772439038653425,0.3902412368190805,0.28014056725216957,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.468683,97,0,0,,0.29772564860470485,0.3902427921382672,0.2775405406739961,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.478718,98,0,0,,0.29772389600393556,0.3902418795781742,0.2821526529366663,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.488467,99,0,0,,0.2977249013755162,0.3902419810802281,0.26769032812873944,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.498652,100,0,0,,0.29772322064720813,0.3902417878791296,0.25708900992500017,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.508480,101,0,0,,0.2977225528306331,0.3902417297826632,0.24627263338093772,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.518698,102,0,0,,0.2977248363385292,0.3902417222650636,0.2401670196393885,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.528629,103,0,0,,0.2977246520579386,0.3902429514245501,0.2387995368571727,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.538616,104,0,0,,0.29772313547468215,0.3902422995690432,0.23952459417101066,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.548548,105,0,0,,0.297723867451982,0.3902420686697511,0.23672026318712303,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.558484,106,0,0,,0.29772356128812927,0.39024287189710216,0.23415593147413635,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.568602,107,0,0,,0.29772491677738555,0.3902417590762963,0.22456516672050902,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.578499,108,0,0,,0.2977228942550427,0.3902430918559551,0.25917718694629965,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.588317,109,0,0,,0.29772376025449176,0.39024230433585655,0.24058811993298596,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.598432,110,0,0,,0.29772288744105213,0.39024211894553434,0.2614453469220557,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.608915,111,0,0,,0.29772349710535156,0.39024188174478697,0.2609839035922714,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.618448,112,0,0,,0.29772252956442846,0.39024186418147294,0.2846836187364204,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.628411,113,0,0,,0.29772456661965474,0.39024309667109436,0.2691631507141827,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.638617,114,0,0,,0.2977235213296253,0.39024167038053187,0.27455221676679187,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.648554,115,0,0,,0.29772632545858013,0.3902422771132479,0.2886533926721899,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.660037,116,0,0,,0.2977233776934631,0.39024110955129904,0.28026341021467155,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.668655,117,0,0,,0.297726081347302,0.39024253572857165,0.26868693542212824,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.678627,118,0,0,,0.2977238546007607,0.39024199458675457,0.2615415236837831,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.691302,119,0,0,,0.29772163052664097,0.39024179046775603,0.27243838621876304,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.703723,120,0,0,,0.2977237419730546,0.39024309840257365,0.2605265767996161,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.709411,121,0,0,,0.2977255399042701,0.3902433698288502,0.25531689107950123,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.718634,122,0,0,,0.297724049989726,0.3902431833009348,0.2646809119490857,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.729188,123,0,0,,0.2977244271732946,0.39024182047720674,0.25403524865652033,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.739114,124,0,0,,0.29772367879642,0.3902414902974164,0.26116229822779297,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.748621,125,0,0,,0.2977221996042011,0.3902416149963304,0.27480919358631034,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.759025,126,0,0,,0.29772353211556035,0.3902413931382757,0.2628275235412005,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.769036,127,0,0,,0.29772303949876333,0.3902430646547252,0.2775023021716624,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.779715,128,0,0,,0.2977246946918634,0.3902414412635406,0.2598210616482388,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.789940,129,0,0,,0.29772459102402105,0.39024138299306405,0.25568000118625717,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.798919,130,0,0,,0.2977240778136492,0.3902434889897141,0.2649623540954969,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.808509,131,0,0,,0.29772446327160246,0.39024231891965017,0.26545268984132886,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.818912,132,0,0,,0.2977231286692841,0.39024155123210624,0.27187665108902404,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.829496,133,0,0,,0.2977237258635813,0.39024333966902175,0.26999702637099987,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.838757,134,0,0,,0.2977249827502094,0.3902423421789026,0.2553045573991886,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.848412,135,0,0,,0.297723892716511,0.3902430632243018,0.24825013224263523,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.858716,136,0,0,,0.29772331080298986,0.39024217334417804,0.23169461141079323,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.868466,137,0,0,,0.29772192969399847,0.3902430469422332,0.24123028838266447,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.878341,138,0,0,,0.29772478222076454,0.39024228257422977,0.22718088310025872,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.888273,139,0,0,,0.2977247444545573,0.3902421382870292,0.23090865914909173,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.898707,140,0,0,,0.2977236050971958,0.3902416087886575,0.23513868620984457,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.908741,141,0,0,,0.29772689238108807,0.3902427687988621,0.22625786926049635,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.918517,142,0,0,,0.2977236541005864,0.39024270036498626,0.22653887511362328,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.928720,143,0,0,,0.29772402636268813,0.39024210738949333,0.23029878766088846,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.938871,144,0,0,,0.2977246966091358,0.39024250666041055,0.2327353374848307,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.948668,145,0,0,,0.29772417839203213,0.3902433899522996,0.23252464161795192,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.958627,146,0,0,,0.2977237691966158,0.3902427473387833,0.23159360234833176,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.969275,147,0,0,,0.2977244409532035,0.39024262528685916,0.2226208069172733,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.978971,148,0,0,,0.2977243808418706,0.39024322264852457,0.23912875441118528,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:41.993237,149,0,0,,0.2977221674032354,0.3902422565567822,0.2240126280101027,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:42.017584,150,0,0,,0.2977226779121995,0.39024187708385044,0.23179842074997695,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:42.017705,151,0,0,,0.2977231129048956,0.3902430671292544,0.2254248772121862,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:42.020448,152,0,0,,0.29772299996039675,0.3902425451263128,0.22520834098007575,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:42.033234,153,0,0,,0.29772237253791634,0.390242955586962,0.26091830204317634,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:42.039209,154,0,0,,0.29772504728230553,0.39024237312568594,0.2610281685189761,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:42.049634,155,0,0,,0.2977243590498423,0.3902423792279215,0.24798198938807767,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:42.059261,156,0,0,,0.2977241076506989,0.3902412481192038,0.2387154594910026,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:42.069238,157,0,0,,0.29772287402055664,0.3902420962586978,0.24370416291700986,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:42.079298,158,0,0,,0.2977249855183135,0.390241596333733,0.2516069809815818,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:42.089282,159,0,0,,0.29772431545665745,0.39024275023105487,0.26515783650688585,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:42.099068,160,0,0,,0.2977238134409683,0.3902426257809374,0.23827125509194025,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:42.108690,161,0,0,,0.2977217568817817,0.39024180617415677,0.23237282763418557,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:42.119059,162,0,0,,0.2977232658111876,0.3902420636671016,0.26177517663851474,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:42.144506,163,0,0,,0.29772521263042595,0.3902421555218638,0.2604486618936155,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:42.174747,164,0,0,,0.29772307011501287,0.39024247398683437,0.255635807706944,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:42.175367,165,0,0,,0.29772307011501287,0.39024247398683437,0.255635807706944,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:42.175379,166,0,0,,0.29772307011501287,0.39024247398683437,0.255635807706944,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:42.184512,167,0,0,,0.29772252753726547,0.3902424173006915,0.25711559434697834,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:42.194636,168,0,0,,0.29772310746907515,0.3902411221117786,0.26545470653211517,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:42.197629,169,0,0,,0.29772310746907515,0.3902411221117786,0.26545470653211517,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:42.200044,170,0,0,,0.2977255702300359,0.39024233596351343,0.25964984606485403,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:42.214223,171,0,0,,0.2977231527898644,0.3902419906553102,0.25878571787818455,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:42.221633,172,0,0,,0.29772183863042667,0.39024263065454085,0.26683004774217983,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:42.234306,173,0,0,,0.29772303859692584,0.3902435782008244,0.2701745200776654,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:42.240268,174,0,0,,0.2977218438049276,0.39024265567403993,0.2709139450110951,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:42.260035,175,0,0,,0.2977241459376976,0.39024109384143,0.3049897276326499,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:42.268635,176,0,0,,0.2977241459376976,0.39024193897425247,0.3049897276326499,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:42.311632,177,0,0,,0.2977229584788345,0.39024225553293324,0.27239753512406484,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:42.312203,178,0,0,,0.2977229584788345,0.39024225553293324,0.27239753512406484,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:42.312214,179,0,0,,0.29772536889666434,0.3902416559489056,0.25783603602511135,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:42.312224,180,0,0,,0.29772536889666434,0.3902416559489056,0.25783603602511135,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:42.314114,181,0,0,,0.2977249742863106,0.39024312402765304,0.2526840160861195,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:42.318632,182,0,0,,0.2977234389168789,0.3902427061511359,0.2512679531701164,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:42.343630,183,0,0,,0.29772277873480524,0.3902424340862565,0.2669759924603014,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:42.356223,184,0,0,,0.2977248375043108,0.3902424340862565,0.2785794813082596,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:42.356239,185,0,0,,0.2977248375043108,0.3902424340862565,0.2785794813082596,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:42.359026,186,0,0,,0.2977223731356859,0.39024356365175633,0.28645219516020554,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:42.390637,187,0,0,,0.2977235190707147,0.3902418618388535,0.2626813489616891,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:42.420223,188,0,0,,0.2977225529240278,0.3902418618388535,0.2662947828871267,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:42.420240,189,0,0,,0.2977225529240278,0.3902418618388535,0.2662947828871267,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:42.426629,190,0,0,,0.29772507430133244,0.39024254883159715,0.24445278295043985,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:42.439567,191,0,0,,0.2977248981259712,0.39024111460006683,0.24153488680946492,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:42.446633,192,0,0,,0.2977237163708266,0.39024127621629384,0.23042659364764642,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:42.456630,193,0,0,,0.29772509639622,0.39024305554895083,0.2261469671859837,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:42.466632,194,0,0,,0.29772370296434514,0.3902421048681308,0.22652137211570128,0.0,800.0,800.0,0.0,0.0
2023/09/22/17:59:42.477633,195,0,0,,0.29772321817423075,0.39024161936579904,0.2407504582644357,0.0,800.0,800.0,0.0,0.0
