time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.eth_p,.rem_p,.eth_f,.rem_f,.eth_k,.rem_k,.estim_eth_k,.estim_rem_k
2023/09/22/18:46:45.880689,171,0,0,,0.46403562165015433,0.4483913555515158,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:45.885294,58177,0,0,,0.46403050334287316,0.44839167684809617,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:45.890682,172,0,0,,0.46403563189656166,0.4483925537790443,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:45.894008,58178,0,0,,0.464032520741616,0.44839239355658683,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:45.900966,173,0,0,,0.4640297225286468,0.44839407095994976,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:45.903478,58179,0,0,,0.464032045953175,0.44839319199079186,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:45.911682,174,0,0,,0.4640334430351453,0.4483934168014398,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:45.913630,58180,0,0,,0.4640319400487761,0.4483932596353332,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:45.920515,175,0,0,,0.4640312344248299,0.4483946966501815,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:45.923704,58181,0,0,,0.46403204206948656,0.4483928477674801,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:45.930615,176,0,0,,0.4640328280825835,0.44839258609356075,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:45.933584,58182,0,0,,0.46403308827700196,0.4483931143991652,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:45.940347,177,0,0,,0.4640355310306779,0.4483920338869397,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:45.943683,58183,0,0,,0.4640355209329035,0.44839223093531877,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:45.951248,178,0,0,,0.46403284677467577,0.4483926750293813,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:45.955585,58184,0,0,,0.46403370883264244,0.4483911636073888,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:45.960428,179,0,0,,0.46403318543055705,0.4483915461485284,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:45.963874,58185,0,0,,0.46403337985312226,0.44839203331824984,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:45.970507,180,0,0,,0.4640330500422758,0.44839212415265095,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:45.973696,58186,0,0,,0.4640347064455143,0.448393254483482,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:45.980520,181,0,0,,0.46403215748975435,0.4483924343949341,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:45.983654,58187,0,0,,0.4640310291188621,0.44839260338094666,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:45.990483,182,0,0,,0.46402839266937923,0.4483925464612862,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:45.993558,58188,0,0,,0.4640330579953108,0.4483922543310379,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.000585,183,0,0,,0.4640343634469928,0.4483932007712081,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.003373,58189,0,0,,0.4640317033482711,0.4483908426738268,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.011629,184,0,0,,0.4640320836116963,0.4483926609731166,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.013971,58190,0,0,,0.46403542937592,0.44839375454172065,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.020648,185,0,0,,0.464034063876416,0.448392713675121,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.025335,58191,0,0,,0.46403536138178186,0.44839271678435916,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.030885,186,0,0,,0.46403540070342153,0.44839320287884077,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.033912,58192,0,0,,0.4640308977039733,0.44839419109237083,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.040945,187,0,0,,0.46403387916576255,0.4483929505278133,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.043685,58193,0,0,,0.46403288328360326,0.4483932326989487,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.050463,188,0,0,,0.46403233318684156,0.44839344791045976,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.053673,58194,0,0,,0.46403300475688375,0.44839262224129783,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.060476,189,0,0,,0.46403239294421367,0.44839392308414205,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.063478,58195,0,0,,0.46403101466903984,0.44839225598113464,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.070490,190,0,0,,0.4640381654584769,0.44839273423584336,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.073541,58196,0,0,,0.4640329926081007,0.4483932790085895,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.080738,191,0,0,,0.46403047507672834,0.4483930120741777,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.083616,58197,0,0,,0.4640325785258934,0.44839166901027866,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.090404,192,0,0,,0.4640326294451748,0.44839311753922345,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.093765,58198,0,0,,0.46403193667524795,0.4483925021872539,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.100572,193,0,0,,0.464033132985999,0.4483927183753246,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.103489,58199,0,0,,0.4640293601418621,0.44839176278761095,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.110609,194,0,0,,0.46403212955661427,0.44839210919622446,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.113771,58200,0,0,,0.4640338555612135,0.44839179592863265,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.121168,195,0,0,,0.46403533340277914,0.44839501219847516,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.123547,58201,0,0,,0.4640318741307936,0.4483921545086934,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.130672,196,0,0,,0.46403194784561086,0.4483932220323766,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.134345,58202,0,0,,0.4640338719487194,0.4483926676202077,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.140914,197,0,0,,0.46403479158690303,0.44839207619541943,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.143719,58203,0,0,,0.4640303565475722,0.4483942182140666,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.151543,198,0,0,,0.4640294155409484,0.4483914622165087,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.153931,58204,0,0,,0.46403106645418013,0.4483936502627272,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.160618,199,0,0,,0.4640340844439041,0.4483929893442789,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.163567,58205,0,0,,0.4640339808076557,0.44839180743930057,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.170488,200,0,0,,0.4640351059209167,0.44839268972967544,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.173671,58206,0,0,,0.46403527103072384,0.44839281586743696,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.180412,201,0,0,,0.46403206707709604,0.44839277187335397,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.183531,58207,0,0,,0.46403378919794314,0.4483937880196355,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.190478,202,0,0,,0.4640319901763448,0.44839150644921644,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.193698,58208,0,0,,0.46403465392825527,0.4483922799362086,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.200553,203,0,0,,0.464033762392822,0.4483914748688804,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.204218,58209,0,0,,0.46403214955725114,0.44839328083851515,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.211291,204,0,0,,0.4640331601448294,0.44839342233102475,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.213919,58210,0,0,,0.46403209630436243,0.44839228463465086,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.220696,205,0,0,,0.46403212414723877,0.4483922349406255,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.223552,58211,0,0,,0.46403425026961187,0.44839208053743485,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.230465,206,0,0,,0.4640331007843711,0.44839361095328495,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.235126,58212,0,0,,0.4640349008803481,0.4483927084303794,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.240905,207,0,0,,0.4640331375560943,0.44839276069953043,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.243900,58213,0,0,,0.4640324941926636,0.44839290666683085,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.250471,208,0,0,,0.4640282436135421,0.4483915468633586,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.254573,58214,0,0,,0.46403128230556334,0.44839271464637437,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.260497,209,0,0,,0.4640312533620706,0.44839304653694756,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.263776,58215,0,0,,0.46403170730446963,0.44839214013600237,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.270946,210,0,0,,0.46403145915196786,0.44839146143090536,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.273850,58216,0,0,,0.4640320912645516,0.4483924928378623,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.280813,211,0,0,,0.46403202741251903,0.4483930115139126,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.283623,58217,0,0,,0.46403134418492864,0.44839268266708077,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.290509,212,0,0,,0.4640284909870203,0.4483916106162639,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.293730,58218,0,0,,0.46403382830100837,0.4483930092105239,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.300498,213,0,0,,0.46403367920045147,0.4483916411569111,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.303977,58219,0,0,,0.4640310683289873,0.44839151487594603,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.310532,214,0,0,,0.46403175835136257,0.4483925438437194,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.313615,58220,0,0,,0.46402937333148936,0.4483920131114031,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.320596,215,0,0,,0.4640348683771171,0.4483909956376818,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.323761,58221,0,0,,0.4640329589660788,0.44839229071746356,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.331382,216,0,0,,0.46403112347427566,0.44839258135048515,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.334179,58222,0,0,,0.46403169572736136,0.44839298244390846,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.340341,217,0,0,,0.4640354306056703,0.44839340970779906,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.343652,58223,0,0,,0.46403117481452466,0.44839419858299606,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.350520,218,0,0,,0.4640341478794404,0.4483937730797948,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.354019,58224,0,0,,0.46403295818101237,0.4483940142646329,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.360398,219,0,0,,0.4640267224568535,0.44839364641603585,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.363940,58225,0,0,,0.464031367633223,0.4483948839591342,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.370625,220,0,0,,0.4640318880642645,0.4483944622839958,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.375175,58226,0,0,,0.4640311811581745,0.4483935479299283,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.380596,221,0,0,,0.46403142891857396,0.4483921458876352,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.384014,58227,0,0,,0.4640320985629834,0.4483924508555055,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.390946,222,0,0,,0.46403214161901973,0.4483919653106737,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.393748,58228,0,0,,0.464030976038053,0.4483927220221523,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.401051,223,0,0,,0.4640293124944856,0.44839308284704593,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.403671,58229,0,0,,0.4640294534968582,0.44839215384007325,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.410646,224,0,0,,0.4640372924099106,0.4483908193486981,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.413504,58230,0,0,,0.4640326037790526,0.4483918980580476,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.420332,225,0,0,,0.46403202915414693,0.4483931519723666,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.423546,58231,0,0,,0.46403252344105955,0.44839340102576364,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.430557,226,0,0,,0.46403039812234653,0.44839185356663497,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.435147,58232,0,0,,0.4640333952264871,0.4483936790331325,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.440599,227,0,0,,0.46403528084147144,0.4483931692478346,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.443621,58233,0,0,,0.46403306315408166,0.44839287973132286,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.450619,228,0,0,,0.46402917509124825,0.44839250112617496,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.454222,58234,0,0,,0.46403095223965635,0.44839388915978573,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.460628,229,0,0,,0.4640341150741032,0.4483939811172626,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.463923,58235,0,0,,0.46403006271306635,0.44839271723461593,0.0,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:46:46.470407,230,0,0,,0.46403117397108684,0.4483915443527242,0.0,0.0,800.0,800.0,0.0,0.0
