time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.eth_p,.rem_p,.eth_f,.rem_f,.eth_k,.rem_k,.estim_eth_k,.estim_rem_k
2023/09/22/18:58:06.853421,126274,0,0,,0.5106688615703144,0.39962026756029123,0.9930441513453387,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:06.861963,152,0,0,,0.5106651430555594,0.399619348106644,1.0261264354944681,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:06.863751,126275,0,0,,0.5106659496282211,0.3996197497340336,1.0543400017862172,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:06.873995,126276,0,0,,0.5106642131267475,0.3996203652519918,1.0540259892862216,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:06.875658,153,0,0,,0.5106646645618894,0.39961954661757526,1.0433696620401254,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:06.882086,154,0,0,,0.5106639712109589,0.39961939444597794,1.0323031447374247,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:06.883580,126277,0,0,,0.5106689490245656,0.39961893852749475,1.0410261552741729,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:06.892943,155,0,0,,0.5106633536475356,0.3996202747334683,1.0477239224784551,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:06.895037,126278,0,0,,0.5106659160834798,0.39961957623903566,1.0651942034725324,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:06.902864,156,0,0,,0.5106679968261044,0.3996181791812372,1.0511539926079827,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:06.903707,126279,0,0,,0.5106709549237758,0.3996183986580368,1.0490583442283243,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:06.912222,157,0,0,,0.5106693947909826,0.39961895648649864,1.0698191004697477,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:06.915163,126280,0,0,,0.5106653838497752,0.3996170406282197,1.0695046224063722,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:06.922513,158,0,0,,0.510669468136543,0.39961832543674813,1.0661451707993657,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:06.924392,126281,0,0,,0.5106681310554655,0.3996176702310211,1.0600977424627789,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:06.932079,159,0,0,,0.5106674091877614,0.39961780128255403,1.0422205871379941,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:06.934478,126282,0,0,,0.5106681447068987,0.39961704371249884,1.061243545384474,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:06.942743,160,0,0,,0.5106665496628813,0.3996179496965774,1.08818653859421,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:06.944010,126283,0,0,,0.5106666477472546,0.39961907409680497,1.0918292004525336,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:06.952929,161,0,0,,0.5106665552098866,0.3996215087873403,1.0679584889815408,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:06.953981,126284,0,0,,0.5106628563391208,0.399621199807396,1.0611426683482403,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:06.962234,162,0,0,,0.5106684694395548,0.39961963065613315,1.0713681690075463,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:06.964003,126285,0,0,,0.5106673536511234,0.3996203061362726,1.07280063849833,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:06.973074,163,0,0,,0.5106687349421797,0.39962004748391533,1.0487998833098024,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:06.973973,126286,0,0,,0.5106660267196709,0.39961920117459626,1.0422324679934172,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:06.982745,164,0,0,,0.5106690398013929,0.3996200609790497,1.0602139742201442,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:06.983684,126287,0,0,,0.5106681730793906,0.3996195830856678,1.0734266492453874,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:06.992394,165,0,0,,0.5106666173600114,0.39961942175253146,1.0830363862904173,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:06.993734,126288,0,0,,0.5106708501738975,0.3996189646658239,1.0807702472879541,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.002148,166,0,0,,0.5106660187465308,0.3996197038677366,1.1189307935855444,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.003565,126289,0,0,,0.5106652442485781,0.3996182961636291,1.1132688476558332,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.012289,167,0,0,,0.5106667590365062,0.3996184429338284,1.1062090888221023,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.013717,126290,0,0,,0.5106655598595373,0.39961850881855276,1.1084607513008533,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.022985,168,0,0,,0.51066744918769,0.3996193646191267,1.0815610458053506,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.023623,126291,0,0,,0.510666303545326,0.39961875417997617,1.088544684612198,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.032187,169,0,0,,0.5106674371123766,0.3996190899413604,1.095895246773825,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.033703,126292,0,0,,0.5106664047002203,0.3996189688814433,1.0979541628009108,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.042016,170,0,0,,0.51066640273337,0.3996192291315348,1.0565035708311672,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.043789,126293,0,0,,0.5106688081155025,0.3996191779637054,1.0863324498591538,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.052140,171,0,0,,0.5106721940153076,0.39962058899364417,1.0538348020551245,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.053985,126294,0,0,,0.5106687253731315,0.39962069790147503,1.0490253954991398,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.062170,172,0,0,,0.5106704889043361,0.3996208861269849,1.0676010190127583,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.064114,126295,0,0,,0.5106678856423151,0.3996196516304834,1.0575144641961087,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.072747,173,0,0,,0.5106682483502348,0.3996214987211387,1.0410513747399126,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.073641,126296,0,0,,0.5106689332319952,0.3996203569100069,1.0351481947139858,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.082308,174,0,0,,0.5106688562499316,0.3996201424195437,1.0149904554205893,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.084365,126297,0,0,,0.5106670929809045,0.3996192754692449,1.01367891702058,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.092009,175,0,0,,0.5106656683214915,0.39962029919005637,1.049028324373049,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.093928,126298,0,0,,0.5106688142866374,0.39961879970712,1.0470870227244724,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.102053,176,0,0,,0.510667386049019,0.39961966438875307,1.037936267480168,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.103578,126299,0,0,,0.5106671106566762,0.3996189787096429,1.0463660675422655,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.112034,177,0,0,,0.5106651856040856,0.3996175582501259,1.0806802535515743,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.113764,126300,0,0,,0.5106663921993895,0.39961694897099964,1.1017025855684153,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.124495,178,0,0,,0.5106678396627865,0.39961891399679184,1.0895623303038642,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.124524,126301,0,0,,0.510667307390545,0.39961823187440404,1.0892711197264469,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.131965,179,0,0,,0.5106655802742633,0.39961736045664986,1.1416803169137844,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.133689,126302,0,0,,0.5106665473405859,0.39961850260598347,1.1341900193024899,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.141993,180,0,0,,0.5106688352475804,0.39961936871478443,1.1246834457418406,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.143702,126303,0,0,,0.5106680216059989,0.39962000872319875,1.1181104715597188,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.151955,181,0,0,,0.510664445949011,0.3996204920113813,1.1462152100255938,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.153822,126304,0,0,,0.5106677403823473,0.39962088485725356,1.1495621178426632,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.161931,182,0,0,,0.5106690281809599,0.3996215047257028,1.1440770233018476,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.164273,126305,0,0,,0.5106712242786265,0.3996216258220193,1.1392937705352553,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.172218,183,0,0,,0.5106704252126347,0.39962104282816235,1.1256330757358124,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.174304,126306,0,0,,0.51067108089254,0.3996228467667581,1.1118002179283195,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.182337,184,0,0,,0.5106696726131175,0.39962149473299097,1.0951174518938067,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.184274,126307,0,0,,0.5106680340884406,0.39962050959686546,1.1018184656905676,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.191990,185,0,0,,0.5106673785439199,0.39961944659153914,1.1095559987189518,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.193863,126308,0,0,,0.5106687249073749,0.39962052594796194,1.1187257269211248,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.202510,186,0,0,,0.5106674218124645,0.3996178683219558,1.0924371303339648,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.203886,126309,0,0,,0.5106678612701878,0.39961833219640286,1.0942699300414984,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.212135,187,0,0,,0.5106673006048128,0.39961517513135625,1.1266535142896845,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.214713,126310,0,0,,0.5106675791796382,0.39961625834545855,1.1184741476863658,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.227009,188,0,0,,0.5106660217086829,0.3996148434279595,1.127916194753721,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.227030,126311,0,0,,0.51066469672934,0.39961624998268136,1.103085766582009,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.232202,189,0,0,,0.5106642522256964,0.3996159760035781,1.1560747230297617,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.234667,126312,0,0,,0.5106642616871135,0.39961875918365963,1.1501844390676446,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.242032,190,0,0,,0.5106652846101036,0.39961864396102825,1.1456090264003946,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.243908,126313,0,0,,0.5106658209404837,0.3996187036170121,1.1548488266747854,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.252420,191,0,0,,0.5106671711859762,0.3996190364669574,1.1672889598683371,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.254011,126314,0,0,,0.5106663069433288,0.39962034562638865,1.1602262834910602,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.262398,192,0,0,,0.510668117817671,0.39962419740380917,1.1633594600043664,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.263961,126315,0,0,,0.5106702197734626,0.39962058736375305,1.1580932707453235,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.271969,193,0,0,,0.5106691735940355,0.39962258050320865,1.1503460129484282,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.273566,126316,0,0,,0.5106715610660493,0.399621428183764,1.1442244875428615,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.282085,194,0,0,,0.5106690178713943,0.39962103538622096,1.124833482152181,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.283779,126317,0,0,,0.5106703892698962,0.39962162604672524,1.1250459144238534,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.292424,195,0,0,,0.510670921181254,0.39961994581266314,1.1222248706080407,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.293946,126318,0,0,,0.5106702181837911,0.39961907327257296,1.117092885711033,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.302866,196,0,0,,0.5106694807080021,0.3996187106143639,1.1239500852715143,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.304456,126319,0,0,,0.5106680290182123,0.399618334596966,1.1152796027926362,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.312300,197,0,0,,0.5106681883477195,0.39961734675269855,1.1111849571306065,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.314746,126320,0,0,,0.5106664954280723,0.3996169279172138,1.1008701387170508,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.322687,198,0,0,,0.5106698109410777,0.39961828582113557,1.1184598771393561,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.324970,126321,0,0,,0.510666319305464,0.39961592056904244,1.1143726950855508,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.332692,199,0,0,,0.5106657920481396,0.3996188460839969,1.1464080151140112,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.333771,126322,0,0,,0.5106626359645376,0.39961690118969573,1.1485226196034661,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.342520,200,0,0,,0.5106651128779605,0.39961716909998585,1.1765005303990312,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.343687,126323,0,0,,0.5106664501896566,0.39961845772086785,1.1710540843368629,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.352368,201,0,0,,0.5106658144595607,0.39961818796222237,1.1837317040016044,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.353681,126324,0,0,,0.5106695605707279,0.3996199491758514,1.1846427188588993,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.362354,202,0,0,,0.5106679551542561,0.3996209910931501,1.1955282367956714,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.364112,126325,0,0,,0.5106672770044117,0.3996194322853996,1.2009206463008406,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.371987,203,0,0,,0.5106659995598168,0.3996216354956015,1.2310759504335005,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.374093,126326,0,0,,0.5106659995598168,0.3996217656695618,1.2310759504335005,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.382666,204,0,0,,0.5106689595641721,0.39962000023109023,1.2031677181098088,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.383921,126327,0,0,,0.5106681219336058,0.39962107327199325,1.2087460648494863,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.392358,205,0,0,,0.5106697170543281,0.3996216619766299,1.2005924909401424,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.393713,126328,0,0,,0.5106696318361309,0.39961955434081936,1.1821571923261587,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.401999,206,0,0,,0.5106695387419067,0.3996171339190553,1.1439986725063727,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.403839,126329,0,0,,0.5106720615276762,0.3996180535521078,1.1358997189543965,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.411944,207,0,0,,0.5106678445510076,0.39961621916053014,1.1113840720205548,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.413488,126330,0,0,,0.5106698516035367,0.3996159065534761,1.1327406983890447,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.424000,208,0,0,,0.5106688277737532,0.3996177392964375,1.065683750069633,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.424016,126331,0,0,,0.5106675432496025,0.3996157886004243,1.0641491272610262,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.431977,209,0,0,,0.5106682542660574,0.399617075198354,1.080383444863385,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.433839,126332,0,0,,0.5106680670998015,0.3996178469709447,1.080920926675175,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.442300,210,0,0,,0.5106679017808782,0.39961699658851413,1.1248240238933378,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.443678,126333,0,0,,0.51066634382227,0.3996197117076149,1.1214638698257025,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.451947,211,0,0,,0.5106642589686347,0.39961841681770405,1.1472511909711562,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.453837,126334,0,0,,0.5106635154863196,0.3996182428240921,1.1595043973132164,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.461985,212,0,0,,0.5106685028704432,0.39962057984777566,1.1606417149152104,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.463930,126335,0,0,,0.5106643425279989,0.39962136315440033,1.1688419345301726,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.471978,213,0,0,,0.5106643077973427,0.3996196509451418,1.1955171909623834,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.474241,126336,0,0,,0.5106641343838648,0.3996200681462605,1.2031273166574614,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.482132,214,0,0,,0.510667615744323,0.39962045474367114,1.2078754842703345,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.484055,126337,0,0,,0.5106654399659982,0.39962034425551973,1.2083365171531886,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.492287,215,0,0,,0.510667437957276,0.39961967683043564,1.1879861714384272,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.493470,126338,0,0,,0.5106667386770654,0.39961811832957506,1.186082491967354,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.502812,216,0,0,,0.5106679791291833,0.39961829985816255,1.1669296949666694,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.504492,126339,0,0,,0.5106685446583175,0.3996176925030037,1.1600006544349089,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.512323,217,0,0,,0.510666559831733,0.39961680507522035,1.1371487783903236,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.513484,126340,0,0,,0.5106680865529931,0.3996155969805797,1.1350206444812816,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.522201,218,0,0,,0.5106705363304144,0.3996170574492717,1.1000874441266248,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.523793,126341,0,0,,0.5106712091255465,0.3996152440511201,1.0909956958339466,0.0,800.0,800.0,0.0,0.0
2023/09/22/18:58:07.532351,219,0,0,,0.5106682034523704,0.39961854965612886,1.118152004164456,0.0,800.0,800.0,0.0,0.0
