time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.pose.position.x,.pose.position.y,.pose.position.z,.pose.orientation.x,.pose.orientation.y,.pose.orientation.z,.pose.orientation.w
2023/09/13/14:43:02.477738,1,0,0,,0.3713899917756116,0.4424217850676489,0.6580402213157082,-0.39934563636779785,800.0,800.0,0.0
2023/09/13/14:43:02.487389,2,0,0,,0.3713895714214596,0.4424211487631883,0.6398488053390846,-0.39876407384872437,800.0,800.0,0.0
2023/09/13/14:43:02.499610,3,0,0,,0.37138811351297296,0.44242034963553345,0.6500093974021388,-0.3985833525657654,800.0,800.0,0.0
2023/09/13/14:43:02.507383,4,0,0,,0.3713883657657526,0.44241961355455317,0.6274835447041501,-0.39807194471359253,800.0,800.0,0.0
2023/09/13/14:43:02.517376,5,0,0,,0.3713857718331145,0.4424186736386295,0.6378927437897182,-0.39809566736221313,800.0,800.0,0.0
2023/09/13/14:43:02.527251,6,0,0,,0.3713855877210573,0.44241969544059784,0.6553489494489704,-0.39774826169013977,800.0,800.0,0.0
2023/09/13/14:43:02.537864,7,0,0,,0.3713857555256752,0.4424195027697285,0.6315368978047845,-0.3982023298740387,800.0,800.0,0.0
2023/09/13/14:43:02.547914,8,0,0,,0.37138482015674157,0.4424188776075,0.6410979128108383,-0.3996546268463135,800.0,800.0,0.0
2023/09/13/14:43:02.557538,9,0,0,,0.3713856102036243,0.442420581098475,0.6464962467669173,-0.3995121717453003,800.0,800.0,0.0
2023/09/13/14:43:02.567142,10,0,0,,0.37138697000406906,0.4424191671224571,0.6515069508592586,-0.3985632658004761,800.0,800.0,0.0
2023/09/13/14:43:02.577357,11,0,0,,0.3713884291784002,0.4424193207121424,0.6676920911919586,-0.39825621247291565,800.0,800.0,0.0
2023/09/13/14:43:02.588192,12,0,0,,0.3713879025327902,0.442418884683066,0.6245961536704353,-0.3975798487663269,800.0,800.0,0.0
2023/09/13/14:43:02.597589,13,0,0,,0.37138714814871654,0.44241797767993724,0.6314671452646391,-0.39640527963638306,800.0,800.0,0.0
2023/09/13/14:43:02.607527,14,0,0,,0.37139134296935494,0.44241879554619606,0.6133802559008195,-0.3966045379638672,800.0,800.0,0.0
2023/09/13/14:43:02.617375,15,0,0,,0.37138889061775365,0.4424189209655911,0.6417328792947055,-0.3983311653137207,800.0,800.0,0.0
2023/09/13/14:43:02.627410,16,0,0,,0.3713878630242109,0.44241870471983624,0.6294509618884401,-0.39848142862319946,800.0,800.0,0.0
2023/09/13/14:43:02.637346,17,0,0,,0.3713867346787256,0.4424189818607899,0.6338666009380396,-0.398895263671875,800.0,800.0,0.0
2023/09/13/14:43:02.647248,18,0,0,,0.37138652082373336,0.44242046443962885,0.6303996466866338,-0.39871031045913696,800.0,800.0,0.0
2023/09/13/14:43:02.657260,19,0,0,,0.37138445166240397,0.44241916953234467,0.6240627763499944,-0.39812687039375305,800.0,800.0,0.0
2023/09/13/14:43:02.667609,20,0,0,,0.3713888221170966,0.442418517859214,0.6213572649806033,-0.3957497179508209,800.0,800.0,0.0
2023/09/13/14:43:02.677094,21,0,0,,0.3713891691098883,0.44241882083575335,0.6082783709523161,-0.3957482576370239,800.0,800.0,0.0
2023/09/13/14:43:02.687713,22,0,0,,0.37138967827179736,0.4424187613140322,0.6107087542665837,-0.395993173122406,800.0,800.0,0.0
2023/09/13/14:43:02.697332,23,0,0,,0.37138528579588764,0.4424195404388933,0.6385579996745818,-0.39750850200653076,800.0,800.0,0.0
2023/09/13/14:43:02.707250,24,0,0,,0.371386619685384,0.4424187274230214,0.6267321084444634,-0.39806219935417175,800.0,800.0,0.0
2023/09/13/14:43:02.718904,25,0,0,,0.37138339393371467,0.44241673567842577,0.6228308979427666,-0.39899390935897827,800.0,800.0,0.0
2023/09/13/14:43:02.727848,26,0,0,,0.3713883578573255,0.44241958782328317,0.6519128337748544,-0.3984965682029724,800.0,800.0,0.0
2023/09/13/14:43:02.737872,27,0,0,,0.3713894234551077,0.44242071365023306,0.6354331595582497,-0.39834022521972656,800.0,800.0,0.0
2023/09/13/14:43:02.747507,28,0,0,,0.3713890578233774,0.44241773421517555,0.6381526996524369,-0.39725327491760254,800.0,800.0,0.0
2023/09/13/14:43:02.757625,29,0,0,,0.3713892767923712,0.4424172268692717,0.6586687693868978,-0.39658230543136597,800.0,800.0,0.0
2023/09/13/14:43:02.767653,30,0,0,,0.37138572343587745,0.44241758004008924,0.6675656858493447,-0.39743557572364807,800.0,800.0,0.0
2023/09/13/14:43:02.777175,31,0,0,,0.3713873067693505,0.4424193526283204,0.6469040429327985,-0.3965233862400055,800.0,800.0,0.0
2023/09/13/14:43:02.786999,32,0,0,,0.37138839887382974,0.44241966184562836,0.6244724780027949,-0.3969969153404236,800.0,800.0,0.0
2023/09/13/14:43:02.797528,33,0,0,,0.3713886759158661,0.44241950535376595,0.6204300327630095,-0.39713066816329956,800.0,800.0,0.0
2023/09/13/14:43:02.807622,34,0,0,,0.3713902536703978,0.442420872967462,0.622066873689182,-0.39836031198501587,800.0,800.0,0.0
2023/09/13/14:43:02.817888,35,0,0,,0.3713896478499552,0.442419176112965,0.6282870591249184,-0.39752262830734253,800.0,800.0,0.0
