time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.pose.position.x,.pose.position.y,.pose.position.z,.pose.orientation.x,.pose.orientation.y,.pose.orientation.z,.pose.orientation.w
2023/09/12/14:47:11.672668,1,0,0,,0.4076464904439744,0.44687019336619155,-1.6217063544161516,-0.7400644421577454,10.0,0.0,0.0
2023/09/12/14:47:11.682349,2,0,0,,0.4076446915444106,0.44687019336619155,-1.6217063544161516,-0.7408593893051147,10.0,0.0,0.0
2023/09/12/14:47:11.693164,3,0,0,,0.4076446915444106,0.44687019336619155,-1.6217063544161516,-0.739531934261322,10.0,0.0,0.0
2023/09/12/14:47:11.702367,4,0,0,,0.4076446915444106,0.44687019336619155,-1.62207065419981,-0.7388803958892822,10.0,0.0,0.0
2023/09/12/14:47:11.712503,5,0,0,,0.4076446915444106,0.44687312329871387,-1.62207065419981,-0.7397043108940125,10.0,0.0,0.0
2023/09/12/14:47:11.722415,6,0,0,,0.4076437795845157,0.44687312329871387,-1.62207065419981,-0.7405122518539429,10.0,0.0,0.0
2023/09/12/14:47:11.732549,7,0,0,,0.4076437795845157,0.44687312329871387,-1.62207065419981,-0.7403744459152222,10.0,0.0,0.0
2023/09/12/14:47:11.742660,8,0,0,,0.4076437795845157,0.44687312329871387,-1.6442572020142001,-0.7412261366844177,10.0,0.0,0.0
2023/09/12/14:47:11.753137,9,0,0,,0.4076437795845157,0.4468722886368366,-1.6442572020142001,-0.7424207925796509,10.0,0.0,0.0
2023/09/12/14:47:11.762766,10,0,0,,0.4076437795845157,0.4468722886368366,-1.6442572020142001,-0.7428610324859619,10.0,0.0,0.0
2023/09/12/14:47:11.772345,11,0,0,,0.4076466164285918,0.4468722886368366,-1.6492338557452204,-0.7425395846366882,10.0,0.0,0.0
2023/09/12/14:47:11.782476,12,0,0,,0.4076466164285918,0.4468722886368366,-1.6492338557452204,-0.7425550222396851,10.0,0.0,0.0
2023/09/12/14:47:11.792471,13,0,0,,0.4076466164285918,0.4468722886368366,-1.6492338557452204,-0.7424138188362122,10.0,0.0,0.0
2023/09/12/14:47:11.802368,14,0,0,,0.4076466164285918,0.4468724620037693,-1.6263275301304179,-0.7410250902175903,10.0,0.0,0.0
2023/09/12/14:47:11.813431,15,0,0,,0.40764678831255996,0.4468724620037693,-1.6263275301304179,-0.7405379414558411,10.0,0.0,0.0
2023/09/12/14:47:11.822629,16,0,0,,0.40764678831255996,0.4468724620037693,-1.6263275301304179,-0.7409464120864868,10.0,0.0,0.0
2023/09/12/14:47:11.832495,17,0,0,,0.40764678831255996,0.4468724620037693,-1.6263275301304179,-0.7404532432556152,10.0,0.0,0.0
