2023/09/13/15:38:26.671927,4986,0,0,,0.4007246,0.45313171,-0.1550561,-0.0038767,800,800,0
2023/09/13/15:38:26.681517,4987,0,0,,0.40072305,0.45313359,-0.1224589,-0.0045698,800,800,0
2023/09/13/15:38:26.691017,4988,0,0,,0.40072259,0.45313245,-0.1326946,-0.0042093,800,800,0
2023/09/13/15:38:26.700906,4989,0,0,,0.40072359,0.45313296,-0.1155605,-0.0053248,800,800,0
2023/09/13/15:38:26.711184,4990,0,0,,0.40072344,0.45313249,-0.0929923,-0.0056841,800,800,0
2023/09/13/15:38:26.721050,4991,0,0,,0.40072315,0.4531338,-0.097642,-0.0052869,800,800,0
2023/09/13/15:38:26.731072,4992,0,0,,0.40072326,0.45313369,-0.0254509,-0.0042617,800,800,0
2023/09/13/15:38:26.741858,4993,0,0,,0.40072571,0.45313329,-0.0732684,-0.0052905,800,800,0
2023/09/13/15:38:26.750954,4994,0,0,,0.40072549,0.45313285,-0.0680971,-0.0045307,800,800,0
2023/09/13/15:38:26.761070,4995,0,0,,0.40072434,0.45313399,-0.1114816,-0.0042741,800,800,0
2023/09/13/15:38:26.771082,4996,0,0,,0.40072465,0.45313229,-0.0941221,-0.0034649,800,800,0
2023/09/13/15:38:26.781597,4997,0,0,,0.4007255,0.45313396,-0.117365,-0.0035455,800,800,0
2023/09/13/15:38:26.790961,4998,0,0,,0.40072589,0.45313392,-0.0839753,-0.0040805,800,800,0
2023/09/13/15:38:26.801431,4999,0,0,,0.40072687,0.45313276,-0.1285318,-0.0023549,800,800,0
2023/09/13/15:38:26.811378,5000,0,0,,0.40072604,0.45313381,-0.1342088,-0.0024259,800,800,0
2023/09/13/15:38:26.821234,5001,0,0,,0.40072559,0.45313461,-0.10451,-0.0019858,800,800,0
2023/09/13/15:38:26.830947,5002,0,0,,0.40072507,0.45313313,-0.1389264,-0.0018861,800,800,0
2023/09/13/15:38:26.841216,5003,0,0,,0.40072391,0.45313347,-0.1422948,-0.0022538,800,800,0
2023/09/13/15:38:26.851276,5004,0,0,,0.40072373,0.45313305,-0.1057847,-0.0035944,800,800,0
2023/09/13/15:38:26.860953,5005,0,0,,0.40072605,0.45313355,-0.0809655,-0.0027406,800,800,0
2023/09/13/15:38:26.871344,5006,0,0,,0.40072798,0.45313242,-0.1049448,-0.004071,800,800,0
2023/09/13/15:38:26.880970,5007,0,0,,0.40072579,0.45313345,-0.1238597,-0.0034075,800,800,0
2023/09/13/15:38:26.891135,5008,0,0,,0.40072347,0.45313296,-0.1201532,-0.0013542,800,800,0
2023/09/13/15:38:26.901635,5009,0,0,,0.40072569,0.45313357,-0.1337636,-0.0017159,800,800,0
2023/09/13/15:38:26.911230,5010,0,0,,0.4007275,0.45313273,-0.108257,-0.0019007,800,800,0
2023/09/13/15:38:26.921176,5011,0,0,,0.40072328,0.4531326,-0.1384906,-0.0023978,800,800,0
2023/09/13/15:38:26.930968,5012,0,0,,0.40072689,0.45313375,-0.1245119,-0.0028136,800,800,0
2023/09/13/15:38:26.941126,5013,0,0,,0.40072342,0.45313288,-0.1433758,-0.0036924,800,800,0
2023/09/13/15:38:26.950878,5014,0,0,,0.40072337,0.45313365,-0.1304552,-0.0045619,800,800,0
2023/09/13/15:38:26.961580,5015,0,0,,0.40072603,0.45313352,-0.1335963,-0.0049081,800,800,0
2023/09/13/15:38:26.970994,5016,0,0,,0.40072298,0.45313336,-0.1340177,-0.0042071,800,800,0
2023/09/13/15:38:26.981045,5017,0,0,,0.40072323,0.45313323,-0.1517749,-0.0039492,800,800,0
2023/09/13/15:38:26.991070,5018,0,0,,0.40072302,0.45313364,-0.1460071,-0.0035548,800,800,0
2023/09/13/15:38:27.000970,5019,0,0,,0.40072697,0.45313346,-0.1352386,-0.0023756,800,800,0
2023/09/13/15:38:27.011241,5020,0,0,,0.4007245,0.45313342,-0.1041664,-0.0022788,800,800,0
2023/09/13/15:38:27.021873,5021,0,0,,0.40072452,0.45313253,-0.1318894,-0.0025585,800,800,0
2023/09/13/15:38:27.031255,5022,0,0,,0.40072409,0.45313265,-0.0895258,-0.0031164,800,800,0
2023/09/13/15:38:27.040982,5023,0,0,,0.40072254,0.453133,-0.1164698,-0.0031462,800,800,0
2023/09/13/15:38:27.050936,5024,0,0,,0.40072433,0.45313197,-0.1133122,-0.0024819,800,800,0
2023/09/13/15:38:27.061342,5025,0,0,,0.40072411,0.45313423,-0.0909166,-0.0020778,800,800,0
2023/09/13/15:38:27.071167,5026,0,0,,0.40072492,0.45313266,-0.0923263,-0.0010078,800,800,0
2023/09/13/15:38:27.081130,5027,0,0,,0.40072457,0.45313219,-0.1087762,-0.0007169,800,800,0
2023/09/13/15:38:27.092088,5028,0,0,,0.40072378,0.45313325,-0.0883911,-0.0012155,800,800,0
2023/09/13/15:38:27.100907,5029,0,0,,0.40072633,0.45313279,-0.0878608,-0.0017247,800,800,0
2023/09/13/15:38:27.112151,5030,0,0,,0.40072653,0.45313264,-0.0997968,-0.0028825,800,800,0
2023/09/13/15:38:27.122344,5031,0,0,,0.40072786,0.45313183,-0.107674,-0.0034389,800,800,0
2023/09/13/15:38:27.131302,5032,0,0,,0.40072656,0.45313397,-0.0627167,-0.0033896,800,800,0
2023/09/13/15:38:27.141103,5033,0,0,,0.4007253,0.45313266,-0.0778664,-0.0020025,800,800,0
2023/09/13/15:38:27.151751,5034,0,0,,0.40072404,0.45313429,-0.0913574,-0.0020077,800,800,0
2023/09/13/15:38:27.161819,5035,0,0,,0.40072783,0.45313428,-0.1168167,-0.0003371,800,800,0
2023/09/13/15:38:27.170933,5036,0,0,,0.40072449,0.45313262,-0.1040231,0.00014663,800,800,0
2023/09/13/15:38:27.181542,5037,0,0,,0.40072452,0.45313264,-0.0968325,0.00057387,800,800,0
2023/09/13/15:38:27.192332,5038,0,0,,0.40072139,0.45313336,-0.1031781,-0.0006123,800,800,0
2023/09/13/15:38:27.201243,5039,0,0,,0.40072386,0.4531337,-0.0906729,-0.000952,800,800,0
2023/09/13/15:38:27.210993,5040,0,0,,0.40072315,0.45313178,-0.0984337,-0.0027049,800,800,0
2023/09/13/15:38:27.220904,5041,0,0,,0.400726,0.45313303,-0.1114085,-0.0039096,800,800,0
2023/09/13/15:38:27.231193,5042,0,0,,0.40072652,0.45313298,-0.1181774,-0.0040257,800,800,0
2023/09/13/15:38:27.241763,5043,0,0,,0.40072533,0.45313399,-0.0566098,-0.0037878,800,800,0
2023/09/13/15:38:27.250972,5044,0,0,,0.40072354,0.45313281,-0.1026709,-0.0051615,800,800,0
2023/09/13/15:38:27.261019,5045,0,0,,0.40072455,0.45313333,-0.1289799,-0.0038993,800,800,0
2023/09/13/15:38:27.270876,5046,0,0,,0.4007254,0.45313311,-0.1310591,-0.0038891,800,800,0
2023/09/13/15:38:27.281876,5047,0,0,,0.40072643,0.45313185,-0.1486689,-0.0038166,800,800,0
2023/09/13/15:38:27.290980,5048,0,0,,0.40072512,0.45313338,-0.111544,-0.0045741,800,800,0
2023/09/13/15:38:27.301120,5049,0,0,,0.4007258,0.45313335,-0.1153944,-0.0034795,800,800,0
2023/09/13/15:38:27.311583,5050,0,0,,0.4007255,0.45313221,-0.1019176,-0.0041707,800,800,0
2023/09/13/15:38:27.320910,5051,0,0,,0.40072374,0.45313403,-0.0925096,-0.0027964,800,800,0
2023/09/13/15:38:27.331253,5052,0,0,,0.40072571,0.45313305,-0.1132161,-0.0029442,800,800,0
2023/09/13/15:38:27.342690,5053,0,0,,0.40072495,0.45313275,-0.0930501,-0.0024621,800,800,0
2023/09/13/15:38:27.350972,5054,0,0,,0.40072551,0.45313363,-0.1310629,-0.0017338,800,800,0
2023/09/13/15:38:27.361262,5055,0,0,,0.40072601,0.45313281,-0.1177287,-0.0004404,800,800,0
2023/09/13/15:38:27.370958,5056,0,0,,0.4007249,0.45313341,-0.144334,-0.0017226,800,800,0
2023/09/13/15:38:27.381211,5057,0,0,,0.40072773,0.45313249,-0.151006,-0.0019476,800,800,0
2023/09/13/15:38:27.391110,5058,0,0,,0.40072566,0.45313262,-0.1291649,-0.0022409,800,800,0
2023/09/13/15:38:27.401352,5059,0,0,,0.4007247,0.45313334,-0.1438093,-0.0026863,800,800,0
2023/09/13/15:38:27.411785,5060,0,0,,0.40072391,0.45313363,-0.1680511,-0.003865,800,800,0
2023/09/13/15:38:27.421202,5061,0,0,,0.40072633,0.45313329,-0.1720277,-0.0020971,800,800,0
2023/09/13/15:38:27.431253,5062,0,0,,0.40072552,0.45313347,-0.1518464,-0.0019033,800,800,0
2023/09/13/15:38:27.441250,5063,0,0,,0.40072503,0.45313246,-0.1475524,-0.0015526,800,800,0
2023/09/13/15:38:27.451701,5064,0,0,,0.40072449,0.45313359,-0.1553835,-0.0014739,800,800,0
2023/09/13/15:38:27.460983,5065,0,0,,0.40072594,0.45313254,-0.1424061,-0.0009105,800,800,0
2023/09/13/15:38:27.470930,5066,0,0,,0.40072604,0.45313318,-0.1368518,-0.0016201,800,800,0
2023/09/13/15:38:27.481175,5067,0,0,,0.40072614,0.45313376,-0.1190959,-0.0027668,800,800,0
2023/09/13/15:38:27.491173,5068,0,0,,0.40072771,0.45313339,-0.1208313,-0.0028136,800,800,0
2023/09/13/15:38:27.501273,5069,0,0,,0.40072645,0.45313392,-0.0856408,-0.0024881,800,800,0
2023/09/13/15:38:27.511362,5070,0,0,,0.40072434,0.45313225,-0.1003496,-0.0021815,800,800,0
2023/09/13/15:38:27.521256,5071,0,0,,0.40072448,0.45313222,-0.0818958,-0.0034122,800,800,0
2023/09/13/15:38:27.531779,5072,0,0,,0.4007259,0.45313179,-0.0999686,-0.0021901,800,800,0
2023/09/13/15:38:27.540984,5073,0,0,,0.4007258,0.45313369,-0.1097572,-0.0023007,800,800,0
2023/09/13/15:38:27.550910,5074,0,0,,0.40072949,0.45313296,-0.1100866,-0.0028491,800,800,0
2023/09/13/15:38:27.561804,5075,0,0,,0.40072394,0.45313231,-0.1198431,-0.0034893,800,800,0
2023/09/13/15:38:27.570958,5076,0,0,,0.40072707,0.45313218,-0.1317792,-0.0028927,800,800,0
2023/09/13/15:38:27.581352,5077,0,0,,0.40072492,0.45313309,-0.1369544,-0.0044954,800,800,0
2023/09/13/15:38:27.591018,5078,0,0,,0.40072395,0.45313301,-0.1302596,-0.0046504,800,800,0
2023/09/13/15:38:27.601481,5079,0,0,,0.40072495,0.45313423,-0.1346925,-0.0042074,800,800,0
2023/09/13/15:38:27.611418,5080,0,0,,0.40072466,0.45313329,-0.1065351,-0.0044699,800,800,0
2023/09/13/15:38:27.620928,5081,0,0,,0.40072232,0.45313275,-0.1321212,-0.0036883,800,800,0
2023/09/13/15:38:27.630929,5082,0,0,,0.40072598,0.45313431,-0.0950106,-0.0029287,800,800,0
2023/09/13/15:38:27.640956,5083,0,0,,0.40072496,0.45313339,-0.0942424,-0.0024235,800,800,0
2023/09/13/15:38:27.650986,5084,0,0,,0.40072549,0.45313376,-0.0865977,-0.0020802,800,800,0
2023/09/13/15:38:27.661683,5085,0,0,,0.40072479,0.45313295,-0.0998831,-0.0018377,800,800,0
2023/09/13/15:38:27.671197,5086,0,0,,0.40072686,0.45313319,-0.0921777,-0.0026124,800,800,0
2023/09/13/15:38:27.681572,5087,0,0,,0.40072437,0.45313218,-0.0935241,-0.0012724,800,800,0
2023/09/13/15:38:27.691185,5088,0,0,,0.40072392,0.45313272,-0.0952197,-0.0011518,800,800,0
2023/09/13/15:38:27.701224,5089,0,0,,0.40072541,0.45313343,-0.0767067,-0.0009477,800,800,0
2023/09/13/15:38:27.711534,5090,0,0,,0.4007274,0.4531318,-0.1197112,-0.0013363,800,800,0
2023/09/13/15:38:27.721096,5091,0,0,,0.40072379,0.4531326,-0.1175307,-0.0006504,800,800,0
2023/09/13/15:38:27.731132,5092,0,0,,0.40072634,0.45313407,-0.0966773,-0.0009768,800,800,0
2023/09/13/15:38:27.741141,5093,0,0,,0.40072417,0.45313363,-0.0974059,-0.0012536,800,800,0
2023/09/13/15:38:27.751195,5094,0,0,,0.40072467,0.45313347,-0.14024,-0.0020614,800,800,0
2023/09/13/15:38:27.761031,5095,0,0,,0.40072491,0.45313314,-0.1424139,-0.0017838,800,800,0
2023/09/13/15:38:27.771161,5096,0,0,,0.40072259,0.45313321,-0.123371,-0.0024073,800,800,0
2023/09/13/15:38:27.781129,5097,0,0,,0.40072434,0.4531341,-0.1044321,-0.002609,800,800,0
2023/09/13/15:38:27.791020,5098,0,0,,0.40072254,0.45313362,-0.0701429,-0.002542,800,800,0
2023/09/13/15:38:27.800891,5099,0,0,,0.40072521,0.45313376,-0.0842763,-0.0035162,800,800,0
2023/09/13/15:38:27.811533,5100,0,0,,0.40072449,0.45313342,-0.0638952,-0.0031078,800,800,0
2023/09/13/15:38:27.820897,5101,0,0,,0.40072525,0.45313213,-0.0618776,-0.0030971,800,800,0
2023/09/13/15:38:27.831325,5102,0,0,,0.40072606,0.45313367,-0.0426508,-0.003417,800,800,0
2023/09/13/15:38:27.840980,5103,0,0,,0.40072297,0.453133,-0.0750595,-0.0034609,800,800,0
2023/09/13/15:38:27.851103,5104,0,0,,0.40072578,0.45313346,-0.0905761,-0.0023787,800,800,0
2023/09/13/15:38:27.861409,5105,0,0,,0.40072291,0.45313365,-0.083562,-0.0031188,800,800,0
2023/09/13/15:38:27.871169,5106,0,0,,0.40072615,0.45313364,-0.1057089,-0.0037756,800,800,0
2023/09/13/15:38:27.881159,5107,0,0,,0.40072538,0.4531327,-0.100459,-0.0036504,800,800,0
2023/09/13/15:38:27.891622,5108,0,0,,0.40072101,0.45313429,-0.0929809,-0.003494,800,800,0
2023/09/13/15:38:27.901300,5109,0,0,,0.40072423,0.45313324,-0.099714,-0.003304,800,800,0
2023/09/13/15:38:27.911426,5110,0,0,,0.40072483,0.4531325,-0.0890086,-0.003185,800,800,0
2023/09/13/15:38:27.922580,5111,0,0,,0.4007258,0.4531331,-0.1071548,-0.0030928,800,800,0
2023/09/13/15:38:27.932100,5112,0,0,,0.40072438,0.45313276,-0.0681094,-0.0035856,800,800,0
2023/09/13/15:38:27.940930,5113,0,0,,0.40072769,0.45313331,-0.0812061,-0.0041707,800,800,0
